color,fullmove,legal_moves,count
White,172,4,28
Black,25,67,2
White,37,25,8271
White,96,2,334
Black,25,27,8326
Black,101,37,15
White,112,18,524
Black,134,7,135
White,64,31,1343
Black,181,25,6
Black,158,16,56
Black,78,7,1492
White,97,20,971
White,57,8,2069
White,27,6,1382
White,27,45,3483
White,27,10,249
Black,105,36,25
White,85,44,11
White,113,40,9
White,96,32,196
Black,76,44,11
Black,12,24,2500
White,159,4,52
Black,15,57,104
White,157,30,14
Black,44,55,3
Black,57,16,6351
Black,13,32,11255
Black,87,12,1397
White,179,6,25
Black,85,49,1
White,131,10,139
White,184,15,18
White,122,44,2
White,119,19,665
White,76,50,1
Black,133,21,95
Black,64,14,4379
White,147,12,92
Black,20,15,553
Black,197,20,3
White,38,59,5
White,141,26,62
White,97,23,572
Black,29,6,2067
White,142,4,105
White,199,21,4
Black,193,15,15
White,17,27,3579
Black,116,7,269
White,175,2,6
White,16,26,2605
White,70,10,1512
White,85,41,27
Black,22,30,9354
Black,114,41,2
Black,34,30,6449
White,165,22,36
White,35,6,2652
White,16,35,10894
Black,198,3,4
Black,30,60,8
Black,134,19,271
Black,86,12,1495
White,141,12,156
White,38,45,805
Black,200,6,9
White,35,28,8044
Black,15,9,66
Black,62,24,2602
White,82,35,156
Black,93,20,1040
White,85,35,148
Black,163,31,4
Black,40,35,2456
White,200,31,2
White,51,37,931
Black,96,25,476
Black,25,33,8974
Black,105,16,795
Black,29,10,765
Black,102,19,1290
White,123,8,129
White,55,49,22
White,197,10,3
White,49,14,5522
White,108,17,707
White,28,39,6505
White,131,2,53
White,32,19,5347
White,13,16,74
Black,161,13,53
White,15,51,2289
Black,155,4,71
Black,31,56,32
White,9,62,27
White,15,15,85
White,42,43,675
White,64,9,1764
White,101,14,883
Black,69,30,852
White,89,18,1454
Black,82,21,1321
White,119,14,410
White,71,23,2247
Black,132,18,172
White,15,11,27
White,105,45,1
Black,179,33,1
Black,97,43,1
Black,108,6,629
Black,17,7,355
White,101,40,7
White,129,23,122
White,79,12,1811
White,58,2,1849
White,65,36,430
Black,25,53,306
Black,163,10,40
White,43,44,464
Black,103,20,626
White,54,36,909
White,57,49,13
Black,32,48,550
Black,184,4,14
White,65,15,4100
White,128,12,241
Black,158,32,4
White,78,51,3
White,31,11,750
White,13,15,85
Black,160,7,32
Black,101,7,575
Black,173,17,23
Black,112,7,344
White,153,27,33
Black,83,39,44
Black,29,51,347
Black,113,42,2
White,9,26,1651
Black,16,59,49
White,172,32,4
Black,34,34,4848
White,60,39,274
White,155,2,22
Black,17,31,9997
White,31,7,1142
White,103,34,45
Black,78,36,92
Black,138,5,154
Black,82,31,359
Black,26,36,7836
Black,70,41,38
White,40,53,57
White,107,24,366
Black,167,24,18
Black,15,4,1577
White,33,24,8089
White,192,6,8
White,9,52,1794
Black,62,13,4262
Black,59,38,218
Black,19,51,1016
Black,199,13,3
Black,183,4,19
White,36,65,2
Black,90,5,1389
White,43,14,4940
White,51,32,2158
White,26,52,701
White,49,44,212
White,109,5,604
Black,47,18,7797
Black,100,12,921
White,27,47,2310
White,151,6,82
Black,158,11,46
White,47,45,214
Black,14,60,32
Black,113,21,314
White,9,53,1303
White,55,45,84
White,32,30,7864
White,151,14,88
White,131,38,1
Black,58,26,2691
White,164,27,22
Black,28,50,531
Black,118,31,52
Black,184,16,14
Black,159,33,4
White,108,10,354
Black,37,18,7358
White,158,22,36
Black,29,11,957
Black,23,59,25
White,55,44,123
Black,67,53,2
Black,75,34,197
Black,46,58,1
White,130,5,218
Black,127,28,77
White,123,13,326
Black,16,52,728
White,155,35,3
White,33,54,115
Black,108,8,323
Black,93,6,1199
Black,153,16,83
White,86,38,48
White,178,29,7
White,196,10,7
White,13,64,14
White,19,36,11344
White,110,30,147
White,31,53,256
Black,41,53,18
White,192,9,3
White,99,26,539
Black,16,44,5781
White,176,14,26
White,171,2,9
White,80,55,1
Black,25,63,3
Black,15,52,763
White,144,49,1
White,69,17,3802
Black,97,10,651
Black,16,4,1790
Black,86,10,965
White,151,36,4
Black,74,5,2840
Black,179,18,5
Black,172,31,2
White,38,57,16
White,174,29,5
White,65,3,2406
White,190,10,7
Black,38,11,2638
White,162,18,43
White,25,31,8968
Black,79,14,2325
Black,103,12,765
White,66,37,288
Black,103,11,578
Black,62,46,9
Black,107,32,58
Black,92,43,3
Black,40,41,898
White,99,37,24
White,76,47,3
White,183,3,7
White,80,23,1372
Black,112,5,520
Black,31,49,489
Black,71,27,1378
White,190,30,6
Black,176,1,8
White,54,29,3171
White,160,37,1
Black,162,30,10
Black,152,11,66
Black,190,28,3
White,129,38,5
White,120,19,629
White,32,37,5369
White,111,43,2
Black,32,51,252
White,133,6,184
White,149,25,43
White,24,39,8805
White,180,8,9
Black,105,9,376
White,193,10,4
Black,199,4,5
Black,48,21,6496
Black,121,14,373
Black,140,1,34
White,94,29,462
White,160,18,43
Black,9,33,14072
Black,157,4,48
Black,131,23,110
Black,46,35,1369
White,93,22,1170
White,61,7,2498
White,126,40,3
Black,156,15,67
White,37,69,1
Black,136,1,44
Black,146,14,101
White,185,7,7
White,42,37,2053
Black,98,27,402
White,67,5,3469
Black,51,53,6
White,106,35,36
White,43,36,2085
Black,42,16,7464
White,64,53,2
White,27,8,372
Black,141,8,73
White,197,30,1
White,185,22,9
Black,184,15,13
Black,64,40,87
Black,72,42,23
Black,188,3,7
Black,98,33,73
White,61,44,65
White,159,9,28
White,195,15,10
Black,74,48,5
White,104,29,264
Black,25,48,1408
White,55,57,2
White,46,34,2277
Black,40,61,1
Black,177,12,26
White,75,45,16
Black,197,33,1
White,122,29,106
Black,176,13,26
Black,15,49,1899
White,63,15,4345
Black,27,13,1243
Black,139,33,9
White,134,27,86
White,105,5,718
White,75,15,2674
White,95,29,490
White,39,15,5133
Black,119,2,158
Black,78,50,3
Black,50,39,423
Black,102,31,102
Black,147,37,1
White,50,9,2099
Black,126,38,1
White,29,38,6433
White,181,11,16
Black,166,21,11
White,154,7,44
White,9,44,10023
White,199,29,3
Black,101,41,4
Black,51,10,3167
White,93,30,341
White,22,3,2046
Black,14,34,12382
Black,29,16,3564
White,163,12,41
Black,70,46,9
White,74,45,12
Black,99,34,40
White,116,41,2
Black,107,42,2
Black,115,26,183
White,27,36,8234
Black,168,4,41
Black,21,25,5682
White,17,36,11750
White,140,11,100
Black,85,14,1765
White,77,38,106
Black,54,33,1013
White,11,64,6
White,16,48,4680
White,79,3,1291
White,60,22,4687
White,39,21,7960
White,104,24,374
White,90,46,4
Black,61,3,3460
White,53,38,621
White,170,20,37
Black,44,63,1
White,59,40,233
Black,99,17,1120
White,158,3,20
White,151,4,53
Black,105,43,1
Black,163,30,9
Black,88,18,1492
White,176,12,21
Black,184,31,1
White,87,33,218
White,78,48,3
Black,186,19,9
Black,69,40,58
Black,151,34,4
White,172,12,30
Black,79,5,2130
Black,187,3,7
White,109,44,3
White,13,26,2005
Black,117,5,424
Black,30,51,306
White,175,16,21
White,131,18,188
Black,40,52,39
White,124,21,176
Black,98,30,196
White,109,45,1
White,151,27,46
White,19,34,10248
White,59,33,1100
Black,11,67,1
White,87,26,925
White,49,2,2489
White,118,25,211
Black,21,26,6480
Black,43,43,369
Black,87,20,1327
Black,63,49,2
White,132,39,2
White,115,14,433
Black,19,7,449
White,128,26,128
White,50,10,2374
White,31,33,7355
White,87,2,572
White,139,7,99
Black,70,43,25
Black,200,2,2
Black,183,27,4
Black,56,43,82
White,197,25,4
White,65,63,1
White,102,28,350
Black,74,11,1976
White,170,24,16
Black,187,13,18
Black,177,16,25
White,12,59,146
Black,125,4,259
Black,117,7,260
Black,36,51,92
Black,35,30,6221
Black,153,22,45
Black,26,68,1
Black,141,28,46
Black,130,35,4
White,20,56,352
White,182,2,4
Black,86,2,720
Black,49,5,5748
White,94,23,631
White,40,35,3279
Black,110,44,1
Black,165,21,20
Black,102,27,308
White,131,43,1
White,14,58,209
White,73,46,13
White,148,2,45
Black,96,4,952
White,164,16,47
White,65,27,2489
Black,32,34,5694
Black,15,39,11194
White,49,5,4874
Black,119,16,458
White,113,10,263
White,154,19,103
White,122,28,124
Black,30,42,2678
Black,9,22,1135
White,112,22,485
White,115,43,2
Black,57,28,2217
Black,23,8,312
White,98,3,516
White,88,4,1326
White,20,68,1
Black,85,38,35
Black,83,24,913
White,40,39,1847
White,77,37,159
White,67,44,45
Black,190,20,8
White,168,47,1
White,154,35,2
White,41,18,7168
Black,111,46,1
Black,125,17,287
White,73,49,1
Black,177,19,20
Black,13,48,2414
Black,126,29,78
Black,34,41,2014
White,97,38,25
Black,151,5,81
White,33,61,9
Black,123,46,1
White,145,33,8
White,150,24,48
Black,74,19,3811
White,75,49,3
White,11,68,2
Black,51,29,2534
Black,152,27,24
Black,42,22,7212
White,108,16,733
White,84,29,708
White,60,20,5180
Black,19,34,11212
Black,97,16,1269
Black,37,46,392
White,47,8,2085
White,81,34,184
White,90,36,63
Black,151,9,34
Black,55,62,1
White,47,40,743
White,151,32,6
White,59,45,51
Black,167,8,26
White,40,54,40
White,167,6,38
White,105,23,411
Black,54,36,507
Black,56,38,282
Black,79,35,140
White,140,37,2
Black,61,11,3171
Black,90,27,570
Black,163,38,1
White,54,53,2
White,128,39,4
White,78,49,2
White,33,20,6126
White,59,26,3583
Black,87,3,1083
White,142,30,29
Black,65,17,4808
Black,23,43,4696
White,124,3,154
White,80,20,2078
White,105,48,1
White,147,45,1
White,161,8,28
Black,187,15,14
White,94,11,738
Black,80,18,2220
White,114,29,149
White,52,24,5283
White,22,35,10352
White,170,3,15
Black,192,36,1
Black,85,8,855
Black,111,9,299
Black,114,10,303
Black,151,25,50
White,49,39,718
White,29,25,7612
White,110,7,340
White,171,7,17
Black,29,61,5
Black,171,4,28
White,144,33,8
White,89,46,4
White,123,22,323
Black,137,4,161
White,11,12,20
White,46,29,4672
Black,23,27,7778
Black,50,45,86
White,152,20,70
White,116,3,238
White,172,7,10
White,123,41,1
White,132,47,1
White,58,6,4251
Black,162,4,47
Black,141,2,63
White,93,40,22
White,117,25,240
White,191,6,7
White,141,22,102
White,141,43,1
White,37,21,7517
White,31,46,1711
White,96,10,560
Black,44,49,57
Black,16,61,14
Black,35,3,4970
Black,54,17,6984
White,106,23,354
Black,18,13,159
White,32,8,744
White,64,45,42
Black,18,32,10535
White,127,3,130
Black,104,18,676
White,197,6,5
White,17,35,10979
White,58,3,2988
Black,18,37,11396
Black,164,3,24
White,111,6,539
Black,15,26,4435
Black,194,3,4
White,152,2,19
White,75,50,1
White,33,7,1336
White,15,17,166
Black,122,30,69
Black,96,19,1620
White,131,17,222
Black,149,2,29
Black,39,34,3015
Black,39,46,309
White,13,52,1894
White,68,35,433
Black,23,51,736
Black,136,34,4
Black,122,33,20
White,32,17,4049
White,138,28,55
White,144,36,2
Black,28,58,21
Black,64,12,3553
Black,115,31,60
Black,109,13,682
White,30,23,6717
White,112,20,503
Black,141,5,122
Black,159,11,52
White,178,3,14
White,84,2,682
Black,81,14,2094
White,36,18,6162
Black,101,10,545
Black,26,34,8407
Black,23,22,4499
Black,174,33,1
Black,107,39,3
White,132,26,116
White,22,49,2541
White,45,5,4700
Black,56,37,382
Black,138,26,82
White,102,48,1
Black,169,19,30
White,24,44,5407
Black,32,66,1
White,157,5,62
Black,165,1,15
White,45,4,5027
White,102,3,422
Black,81,10,1181
White,115,19,781
White,67,4,3331
White,109,26,328
Black,148,5,86
White,42,1,1106
Black,97,28,353
White,25,64,8
Black,17,37,11828
White,36,38,3378
White,9,19,111
Black,12,27,5208
Black,76,9,1227
White,60,11,2648
White,80,22,1999
White,112,34,37
White,198,27,3
Black,50,12,4765
White,199,32,1
White,14,42,11686
White,31,24,7580
Black,64,29,1376
Black,122,37,4
White,102,43,3
White,85,34,166
White,11,37,12993
White,64,12,3034
Black,148,28,32
White,199,23,4
White,51,19,7397
Black,80,11,1534
White,177,5,21
Black,61,41,80
White,89,26,846
Black,41,6,4222
Black,115,23,214
White,94,20,1118
Black,83,2,797
White,56,38,519
Black,33,7,1644
Black,21,41,7321
Black,42,29,4414
White,120,29,120
Black,156,16,66
White,44,73,1
White,51,43,234
White,167,44,1
White,83,24,1060
Black,68,2,1605
White,80,47,6
Black,185,32,1
White,30,62,6
Black,56,54,2
White,56,48,27
White,157,31,6
White,67,16,4029
Black,149,4,96
Black,37,9,1685
Black,25,21,4742
White,77,51,1
White,136,5,172
White,143,9,65
Black,111,35,21
White,137,14,162
Black,38,33,3631
White,25,34,9412
Black,48,5,5804
Black,85,35,90
Black,109,19,942
White,63,29,2072
White,109,17,640
Black,43,23,6819
Black,181,6,19
Black,198,25,4
White,24,21,2937
White,29,14,1405
White,42,21,7684
Black,143,30,9
White,35,21,7329
Black,64,15,4718
Black,58,8,2650
Black,124,45,1
Black,153,14,75
White,57,36,743
Black,173,29,4
Black,142,19,167
Black,77,19,3406
Black,51,36,653
Black,14,4,1452
White,102,32,107
White,15,67,5
White,20,24,2859
White,127,38,7
Black,49,38,542
White,59,50,10
Black,133,35,5
White,89,9,689
Black,28,31,8073
White,180,5,16
Black,109,33,49
Black,12,23,1799
Black,78,49,4
White,159,11,60
White,67,34,564
White,19,11,74
White,110,32,64
Black,84,48,2
White,124,34,14
White,32,51,363
White,29,51,620
White,141,18,117
White,16,60,99
White,41,51,89
White,78,33,378
White,94,17,1327
White,13,48,5120
White,113,5,485
Black,122,22,265
Black,142,20,100
White,122,13,377
Black,100,13,937
Black,112,42,1
White,33,63,4
White,114,24,252
White,46,31,3575
White,196,22,5
White,100,45,2
White,9,49,3971
Black,19,17,761
Black,99,1,187
Black,21,16,917
White,186,4,10
Black,23,53,377
Black,182,12,19
White,99,38,20
Black,48,33,1494
White,57,27,3580
Black,146,23,39
Black,124,24,125
White,174,22,19
Black,78,38,61
White,22,23,3148
White,119,39,3
Black,155,17,60
Black,148,23,49
Black,112,11,406
White,22,26,5096
White,187,22,10
White,100,11,610
Black,74,23,1483
Black,70,34,281
Black,187,18,9
White,182,28,6
White,188,8,9
Black,29,52,220
Black,111,7,368
Black,95,11,886
Black,174,13,23
White,139,36,1
White,84,51,1
White,42,40,1222
Black,149,23,43
Black,138,9,81
Black,138,4,139
Black,180,5,21
Black,133,6,186
White,60,23,3914
White,45,2,2767
Black,10,9,35
Black,159,8,30
White,34,42,2428
Black,156,14,64
White,147,11,77
Black,179,31,3
White,29,59,39
White,36,12,2045
White,10,48,5183
White,22,10,86
White,46,54,12
White,80,18,2220
Black,22,39,8108
Black,100,31,139
White,17,59,140
Black,70,26,1560
Black,142,11,115
Black,10,50,1085
White,84,33,254
White,84,48,1
White,39,60,5
Black,182,9,9
Black,183,22,9
Black,105,18,674
Black,180,20,8
Black,108,27,222
White,55,52,7
Black,66,42,31
White,107,45,2
Black,11,33,12795
White,49,12,3809
White,155,10,32
White,155,23,40
White,45,22,7303
Black,142,5,144
Black,93,2,474
Black,72,41,33
Black,45,42,326
Black,168,21,17
White,172,25,10
Black,44,26,5366
Black,45,10,3034
White,13,37,12880
Black,10,29,8400
Black,58,10,2728
White,177,35,2
White,76,35,259
White,67,6,3259
Black,30,13,2031
Black,35,35,3940
White,45,55,14
Black,154,12,65
Black,119,26,165
White,20,30,7228
White,111,21,392
White,72,48,3
White,161,11,42
Black,129,4,221
Black,112,35,12
White,119,47,3
Black,116,5,402
Black,15,25,3617
Black,22,45,3650
White,40,44,714
White,43,27,6461
Black,34,18,6528
White,155,21,37
White,156,26,23
White,9,28,3042
White,57,56,1
White,10,37,13145
White,70,41,85
Black,38,19,7787
White,27,3,2788
Black,92,45,2
White,90,43,4
White,53,29,3406
Black,81,28,703
Black,151,31,7
White,92,20,1237
Black,71,54,1
White,179,31,2
White,19,51,1856
Black,169,6,36
Black,83,3,1383
White,147,41,1
White,178,31,2
Black,54,50,13
Black,37,11,2531
Black,102,17,947
Black,94,29,319
Black,180,4,20
Black,172,35,1
White,81,32,325
White,149,18,70
Black,125,23,133
Black,62,52,1
White,26,46,3128
Black,10,7,236
Black,54,51,6
Black,131,13,232
White,23,54,524
Black,34,14,4024
Black,186,5,14
White,19,14,150
Black,60,6,4402
Black,100,1,156
Black,142,15,148
Black,136,15,187
White,20,7,449
Black,185,12,15
Black,176,28,4
Black,142,22,94
White,39,6,3238
Black,160,27,13
White,130,22,199
White,118,33,41
Black,159,10,32
White,72,26,1889
Black,156,23,35
White,29,21,5254
Black,151,11,65
White,57,57,1
White,36,48,501
White,65,11,2221
Black,51,17,7284
White,32,14,2242
White,146,45,1
Black,40,36,2148
White,35,23,7946
White,102,1,113
White,130,21,154
White,67,42,72
White,89,41,25
Black,157,13,84
White,135,5,170
Black,144,19,138
White,76,46,9
White,142,14,130
Black,142,33,4
White,33,47,1011
Black,13,53,439
White,111,34,42
Black,64,25,2241
White,106,30,175
White,162,14,58
White,18,10,48
White,9,15,45
White,57,39,375
Black,160,34,1
Black,126,5,285
White,69,3,2080
White,180,3,5
White,79,14,2124
Black,33,48,461
White,148,29,29
White,117,35,10
White,41,52,66
White,145,1,19
Black,114,43,1
Black,18,62,4
White,165,4,25
White,192,28,5
Black,190,18,6
Black,80,35,121
White,91,17,1454
Black,78,17,2793
Black,71,39,82
Black,71,31,581
White,107,21,452
White,118,27,167
White,50,39,671
Black,87,42,12
Black,14,56,148
White,61,14,4281
Black,45,28,4217
White,101,53,1
White,44,53,23
Black,15,1,583
White,21,2,1578
White,142,1,22
White,40,45,528
Black,26,21,5131
White,43,16,6569
White,134,37,2
White,159,37,1
Black,149,17,92
White,189,30,2
White,149,30,14
Black,101,42,2
Black,81,3,1404
White,86,11,1038
Black,96,29,326
White,102,36,31
White,96,45,4
Black,117,15,508
White,173,10,19
White,57,25,4149
White,178,21,16
White,53,7,2779
White,28,2,2363
White,83,3,1149
Black,110,9,304
White,76,6,2388
White,119,32,46
White,41,15,5552
Black,103,17,942
Black,82,51,1
Black,16,19,786
Black,111,13,645
Black,132,23,102
White,194,3,4
White,77,20,2407
White,44,31,3982
White,11,21,289
White,131,24,108
Black,191,7,7
White,149,36,2
Black,23,40,7051
Black,103,3,517
Black,53,39,274
Black,166,34,3
White,107,20,665
White,29,40,5356
Black,72,34,258
White,99,10,488
White,191,21,9
Black,158,33,6
White,86,22,1508
Black,178,30,4
Black,65,39,105
White,156,14,54
Black,52,54,5
Black,33,33,5552
White,28,20,4147
White,128,15,258
Black,94,41,7
White,44,48,134
White,99,41,9
White,108,12,579
Black,65,23,2458
Black,192,2,4
White,103,6,814
White,12,64,15
Black,47,27,4347
White,184,7,9
White,188,32,4
White,22,1,712
Black,103,54,1
White,180,24,12
White,83,36,112
White,85,16,1896
Black,9,54,227
Black,144,2,47
White,84,13,1691
Black,49,16,7463
Black,33,45,1008
Black,136,13,191
Black,79,1,370
Black,14,50,1468
Black,9,9,34
White,12,5,743
Black,92,32,124
White,85,45,8
Black,139,9,68
Black,194,8,6
Black,25,58,36
White,166,20,31
Black,55,55,4
Black,13,65,3
Black,89,4,1317
White,127,28,86
Black,161,10,31
Black,105,25,318
White,128,8,111
Black,62,12,3820
Black,37,41,1347
Black,43,48,89
White,115,37,11
White,103,26,449
Black,190,16,12
Black,47,46,84
Black,165,30,15
White,109,23,318
Black,15,21,1273
Black,9,52,503
White,190,29,2
White,136,16,200
Black,81,41,21
White,19,52,1497
White,51,51,22
White,36,45,1055
White,48,8,2047
White,123,25,166
White,10,22,380
White,30,41,4368
Black,24,8,348
White,103,43,4
Black,194,26,3
Black,28,37,6209
White,94,49,2
Black,84,30,378
White,184,8,7
Black,90,42,9
White,151,31,9
Black,177,29,9
Black,82,28,669
White,31,58,42
White,45,61,1
White,181,27,2
White,72,10,1368
Black,172,6,23
Black,55,34,708
Black,145,30,22
Black,102,44,2
White,45,18,7541
White,43,20,7877
Black,58,21,4511
White,179,3,3
White,58,59,1
Black,23,6,1181
White,13,12,30
White,19,39,11674
Black,9,6,408
Black,39,38,1744
White,55,36,849
White,129,39,2
Black,111,39,5
Black,30,9,792
Black,86,29,520
Black,150,5,102
White,158,25,33
White,73,30,1017
Black,121,9,169
Black,161,24,28
Black,139,32,10
Black,49,32,1733
White,184,5,13
Black,130,39,1
White,38,32,5177
Black,20,33,10713
White,165,9,14
White,24,63,7
Black,124,1,66
Black,135,20,108
Black,11,26,4241
White,18,38,11895
Black,26,10,390
White,53,8,2130
White,124,27,141
White,153,30,14
Black,30,49,557
White,65,52,2
White,153,26,34
Black,150,33,5
White,57,23,4694
White,28,58,54
Black,62,18,5091
White,82,12,1560
Black,95,45,2
White,80,39,77
Black,187,10,12
White,42,45,405
Black,192,27,6
Black,97,13,1146
Black,129,33,16
White,197,28,3
White,44,55,8
White,66,49,9
White,75,23,1841
Black,200,28,3
Black,47,8,2775
White,21,55,469
White,127,50,1
White,20,5,1251
Black,28,7,1035
White,17,22,1031
Black,109,7,412
White,133,26,115
Black,25,37,7786
Black,174,26,11
Black,21,52,605
Black,167,14,23
White,198,25,3
Black,42,28,4956
Black,170,2,18
Black,32,49,423
Black,49,56,8
Black,153,10,37
Black,61,15,5318
Black,40,55,13
Black,91,35,60
Black,62,8,2386
Black,38,52,51
Black,165,20,20
Black,195,5,10
White,24,32,9154
White,25,58,99
White,19,28,5160
White,82,22,1777
Black,87,1,271
Black,130,9,117
Black,13,60,24
Black,57,47,21
White,130,37,1
Black,104,3,509
Black,103,45,1
White,138,27,64
White,94,14,1136
Black,19,38,10278
White,123,17,334
White,31,37,5906
White,19,30,6888
White,103,19,1370
Black,40,51,39
White,125,31,50
Black,9,51,748
White,150,9,34
Black,59,14,5237
Black,10,42,7773
White,54,44,122
White,160,16,55
White,55,53,5
Black,13,18,341
Black,28,5,2853
Black,53,9,2747
White,93,38,33
White,102,10,457
Black,108,45,2
Black,125,34,10
Black,18,5,1394
Black,96,8,551
Black,146,8,58
Black,160,30,13
White,153,8,41
White,14,10,34
Black,91,10,798
White,89,4,1216
Black,25,2,2920
Black,64,33,492
Black,156,27,35
Black,135,11,165
Black,99,38,7
White,163,32,4
Black,137,18,152
Black,122,48,1
White,45,32,3287
Black,168,22,20
White,115,13,463
White,29,2,2542
Black,43,2,4013
Black,113,16,597
White,193,2,5
Black,109,11,457
White,37,35,4375
Black,80,8,1074
White,83,26,1107
Black,71,29,1005
White,166,19,69
White,116,31,71
White,90,42,10
White,108,39,14
White,192,7,8
White,102,19,1433
Black,74,38,79
White,194,2,3
Black,72,30,742
White,122,10,175
White,86,46,3
White,60,25,3616
White,119,10,211
White,62,4,3721
Black,44,30,3445
Black,63,32,670
White,140,28,53
White,52,48,40
Black,148,10,89
Black,194,4,10
White,112,38,11
White,138,22,119
Black,29,13,1737
White,176,9,13
Black,165,13,48
White,36,57,23
Black,184,7,14
White,121,12,326
Black,93,25,573
Black,14,54,394
Black,44,42,415
Black,116,27,164
Black,99,12,850
White,176,26,14
White,25,1,909
Black,34,58,11
White,39,25,7911
Black,47,44,143
White,68,40,136
Black,114,12,465
Black,49,22,6068
Black,199,10,3
White,115,41,3
White,10,67,2
White,54,7,2773
White,46,23,6870
Black,60,7,2969
White,177,21,11
Black,40,1,1684
White,27,40,6552
Black,20,40,8446
Black,26,55,121
Black,118,41,3
White,40,27,7015
Black,107,44,1
Black,29,28,8354
White,39,65,1
White,89,31,312
Black,82,12,1673
Black,97,47,1
Black,49,47,39
White,43,63,1
Black,92,26,594
White,193,34,1
White,71,20,3140
Black,27,12,928
Black,46,42,322
White,42,33,3589
Black,78,3,1631
Black,82,37,55
Black,94,17,1387
White,79,48,5
White,129,36,3
Black,87,34,77
White,73,44,22
Black,67,12,3186
White,185,19,22
Black,113,34,18
Black,76,1,423
Black,90,22,1109
White,85,24,994
Black,172,26,19
White,103,29,280
White,42,19,7849
White,17,24,1745
White,161,19,93
White,71,15,3233
White,124,6,320
Black,48,26,4419
Black,81,32,218
White,126,23,124
White,164,2,5
White,147,17,91
White,148,18,71
Black,173,32,1
White,64,7,2233
White,165,35,1
Black,18,10,90
White,41,47,296
Black,108,15,742
White,41,28,6429
White,24,13,371
Black,131,17,204
White,152,30,12
White,64,54,1
Black,134,15,208
Black,164,27,12
Black,80,28,755
Black,175,23,13
White,99,24,486
White,72,50,3
Black,163,23,12
Black,141,11,119
White,41,6,3363
White,163,28,15
Black,169,3,19
White,169,28,13
Black,11,58,51
White,115,8,200
White,162,35,1
Black,45,50,42
White,128,3,110
Black,94,43,6
Black,141,9,66
Black,24,59,28
Black,132,43,1
Black,195,30,3
Black,34,25,7979
Black,127,36,4
White,126,2,69
White,146,23,43
Black,132,21,132
Black,126,11,211
Black,144,32,7
White,163,9,14
Black,128,1,57
Black,60,41,106
White,65,17,4561
White,71,35,384
White,191,5,8
Black,31,58,26
White,52,17,6772
Black,98,4,944
Black,85,27,663
White,145,19,171
Black,15,64,3
White,116,28,167
Black,190,9,9
Black,18,28,7329
White,26,29,8234
Black,12,38,12701
Black,30,58,14
Black,143,10,78
Black,116,32,24
Black,61,27,2142
Black,132,22,155
Black,180,19,18
Black,51,7,3457
White,151,22,77
Black,14,25,3535
Black,59,40,125
White,148,20,69
Black,133,16,224
White,27,5,2137
Black,150,16,92
White,170,7,32
Black,82,41,19
Black,188,4,13
Black,149,10,47
Black,99,26,424
Black,141,30,28
Black,38,15,5996
White,28,66,2
White,56,31,2036
White,125,22,280
White,36,6,2731
White,44,58,1
Black,85,42,13
Black,66,46,12
White,75,27,1484
Black,200,22,4
White,103,46,1
Black,16,49,1829
White,86,36,104
White,34,14,2855
White,153,23,33
Black,59,41,93
White,108,36,33
White,41,34,3377
Black,187,27,4
Black,176,5,21
White,145,13,121
White,108,6,679
White,49,36,1283
Black,102,26,386
White,83,45,5
White,155,7,59
Black,24,47,1931
White,37,45,793
Black,87,22,1311
Black,10,32,12518
White,121,36,12
White,17,50,2823
White,97,16,1221
Black,122,19,489
Black,64,41,58
White,125,30,73
White,49,37,1083
Black,127,18,216
Black,116,51,1
Black,138,40,1
White,49,25,5633
Black,119,1,72
White,142,21,63
Black,17,69,1
White,164,29,6
White,179,16,24
Black,128,19,347
Black,172,33,1
Black,83,40,22
Black,30,26,8368
Black,42,42,586
White,106,9,362
Black,45,65,1
Black,173,31,2
White,71,47,6
Black,78,56,1
White,153,36,1
Black,133,23,88
Black,66,2,1827
White,64,41,138
White,26,20,3385
Black,19,19,1353
Black,152,1,15
Black,77,55,1
White,74,16,3043
Black,93,32,147
White,13,10,31
Black,173,25,10
Black,23,48,1713
White,27,23,5645
Black,118,4,391
Black,196,14,7
Black,106,16,808
White,21,19,1044
White,120,14,380
White,105,4,599
White,102,20,752
White,198,10,3
White,102,23,444
White,39,64,1
White,31,2,2656
White,148,27,41
Black,18,4,1978
Black,146,10,73
Black,14,27,5455
White,92,4,1023
White,44,61,1
Black,80,49,2
White,135,43,1
White,96,27,519
Black,48,56,1
White,46,20,7700
White,119,4,323
White,170,29,11
Black,103,15,898
Black,175,2,11
White,132,23,96
White,32,7,1212
White,45,45,276
White,9,7,172
Black,12,32,11600
Black,83,16,2186
White,56,11,2858
White,84,30,569
Black,13,20,679
White,149,12,83
Black,72,51,1
Black,59,7,3035
White,108,20,562
Black,155,5,58
White,130,14,227
Black,176,2,8
Black,185,2,9
White,140,8,74
White,70,54,1
Black,122,36,5
White,20,1,619
White,41,32,4289
White,75,8,1144
Black,122,14,366
Black,45,17,7751
White,75,35,277
White,91,18,1365
White,21,56,325
White,135,21,114
Black,178,11,13
Black,45,46,134
Black,138,14,161
Black,117,27,173
White,46,3,3945
White,86,47,4
Black,24,26,7393
White,92,25,682
White,200,16,6
White,176,11,20
Black,41,34,2474
Black,85,1,278
White,101,18,882
White,172,29,12
White,87,23,939
Black,92,17,1472
Black,40,12,3910
White,142,17,125
Black,159,25,32
White,199,16,5
White,121,43,1
