color,fullmove,legal_moves,count
White,161,2,14
Black,10,58,46
White,111,7,324
White,132,10,100
White,94,42,12
White,99,43,6
Black,125,36,3
White,162,3,14
Black,48,42,245
White,68,37,286
White,159,22,39
White,23,41,8330
White,71,17,3493
White,105,20,741
White,56,32,1694
White,91,27,664
White,119,12,342
White,55,22,5504
White,72,29,1305
Black,16,57,118
Black,70,8,1721
Black,26,46,1921
White,16,14,71
White,122,21,228
White,24,59,84
White,77,22,2227
White,23,43,6564
White,55,7,2721
White,29,39,5891
Black,13,37,12981
Black,178,28,13
White,94,24,685
White,86,5,1622
Black,190,32,1
White,73,15,2954
Black,142,32,14
Black,101,15,1032
Black,31,10,1047
Black,101,31,144
Black,58,11,3524
Black,26,50,720
Black,142,9,67
White,75,48,5
White,190,2,2
White,20,2,1432
Black,36,39,2162
Black,37,45,565
Black,47,36,1066
White,146,32,12
White,180,28,3
Black,23,45,3349
Black,46,52,13
Black,114,13,523
White,61,27,3045
Black,127,23,108
White,11,43,11070
White,11,16,62
White,36,50,276
Black,74,43,18
Black,107,9,352
White,96,5,1078
White,167,9,15
White,54,10,2342
White,122,14,342
Black,40,38,1550
White,116,23,222
Black,13,15,106
Black,112,1,111
Black,102,51,1
Black,193,8,6
White,139,33,10
White,39,10,1535
Black,16,2,1521
White,189,7,7
White,104,50,1
White,173,25,13
White,125,36,8
White,106,43,3
White,107,19,1126
White,48,51,24
Black,119,25,159
White,12,3,1048
Black,74,13,2725
White,13,65,6
Black,46,41,382
White,13,35,11170
Black,21,51,877
White,29,10,404
White,31,6,2016
White,81,2,747
White,67,24,2522
Black,60,38,213
White,22,32,9153
Black,35,54,41
Black,196,20,3
Black,27,51,476
Black,18,12,117
Black,68,22,2884
Black,99,27,353
Black,109,10,373
Black,128,23,112
White,58,1,593
Black,183,9,9
White,41,49,154
Black,33,66,1
White,155,5,72
White,12,43,11065
Black,68,5,3693
Black,64,26,2131
White,89,43,11
White,101,1,100
Black,120,35,11
White,132,43,1
White,129,48,1
Black,55,47,21
White,68,30,1333
Black,140,25,50
White,46,8,1967
White,37,58,10
White,127,37,6
White,178,33,2
White,197,34,1
White,187,1,1
Black,46,22,6723
Black,192,33,1
Black,117,28,121
White,108,31,124
White,54,11,2890
Black,137,6,160
White,132,29,76
White,72,32,625
Black,77,13,2436
Black,22,43,5014
Black,58,18,5861
Black,76,26,1248
Black,16,23,2483
Black,28,57,39
Black,57,37,336
White,170,11,23
White,147,23,51
Black,186,4,17
White,200,22,5
White,160,27,30
White,36,26,8150
Black,17,44,5712
Black,63,37,197
White,36,35,4703
Black,128,10,151
White,40,43,862
White,66,34,612
White,98,13,946
White,39,56,23
White,72,40,105
White,16,54,955
Black,195,14,7
Black,77,36,120
White,34,54,104
White,23,2,1758
Black,156,6,69
Black,47,26,4809
White,173,16,27
White,64,6,3687
White,173,13,27
White,14,53,1388
Black,14,58,66
Black,102,21,547
White,145,17,110
Black,139,8,85
White,73,34,368
Black,150,2,32
White,70,9,1373
White,187,19,21
White,136,35,13
Black,164,15,54
White,99,11,670
White,95,4,965
Black,33,49,335
White,131,1,34
Black,63,47,9
White,170,6,32
White,154,32,11
White,95,39,29
Black,23,46,2660
Black,53,11,3719
White,71,18,3452
White,9,46,7420
Black,157,19,58
White,48,21,7134
Black,40,34,2823
White,125,2,84
White,162,52,1
Black,78,54,1
White,184,27,7
Black,28,33,7869
White,12,27,2315
White,58,32,1434
Black,13,14,79
White,74,43,40
White,76,48,3
Black,100,32,95
Black,58,12,4274
Black,94,36,29
Black,100,41,8
White,96,24,535
White,194,30,4
White,32,54,139
White,115,38,4
Black,137,24,75
White,11,40,13501
White,103,38,16
Black,109,41,4
White,188,18,12
White,85,33,203
White,31,10,613
Black,163,34,2
Black,80,16,2521
Black,120,32,30
White,53,52,9
Black,133,19,270
White,165,8,25
Black,180,25,13
Black,78,1,370
Black,61,31,915
White,95,48,2
White,63,13,3711
Black,27,16,2696
White,127,4,198
Black,128,24,113
White,70,47,11
Black,48,4,6205
Black,49,3,4936
White,50,21,6690
Black,196,6,12
Black,59,50,5
Black,40,21,7779
Black,64,30,1018
Black,58,44,40
White,46,5,4820
Black,161,30,8
Black,37,50,129
Black,79,17,2695
Black,163,17,45
White,50,33,1968
Black,93,38,25
White,35,4,4011
Black,188,29,4
Black,113,41,1
Black,95,20,931
White,134,36,2
Black,25,31,9068
White,53,26,4682
Black,155,7,56
White,68,53,1
White,37,30,6392
Black,44,35,1596
White,80,38,86
Black,141,33,10
White,162,11,29
Black,37,52,62
White,60,44,83
Black,58,31,1187
Black,119,13,423
Black,114,18,431
Black,41,43,495
Black,66,48,6
White,130,13,249
Black,69,51,1
Black,21,54,322
Black,159,15,53
White,161,9,23
Black,76,40,30
White,138,34,8
Black,39,39,1479
Black,155,30,14
Black,72,52,3
Black,38,27,6668
Black,193,28,4
Black,40,20,7930
Black,54,7,3277
Black,93,33,102
White,26,30,8678
Black,120,13,408
Black,156,34,2
White,86,15,1678
White,12,7,238
Black,190,17,12
Black,65,29,1247
Black,93,15,1458
White,40,14,4571
Black,95,8,590
Black,111,16,668
Black,10,17,151
Black,91,19,1970
White,24,53,707
White,53,11,2949
White,198,26,5
White,102,49,1
White,121,27,164
White,28,3,3016
Black,107,17,762
White,144,22,88
White,21,21,1740
White,103,4,673
Black,89,2,606
White,26,8,331
White,73,43,34
White,111,2,176
Black,99,28,328
Black,171,6,33
Black,145,32,5
White,71,14,2958
Black,95,15,1321
Black,18,50,1372
Black,180,18,7
Black,13,57,103
White,70,39,143
White,199,6,3
White,120,23,212
Black,99,23,428
White,117,16,472
White,71,46,18
Black,199,8,4
White,162,5,33
White,97,14,1028
Black,102,14,884
Black,56,21,4866
White,73,1,341
Black,65,34,401
White,133,17,198
Black,155,19,68
White,21,48,3469
Black,153,3,47
Black,110,12,623
Black,84,6,1724
White,22,55,407
Black,84,38,40
White,42,22,7828
White,124,13,292
Black,59,23,3331
Black,72,2,1387
Black,14,20,823
White,13,18,161
Black,47,33,1631
White,111,38,14
White,175,28,6
Black,52,42,148
Black,98,34,49
Black,64,6,3929
White,166,26,20
White,48,55,5
White,33,56,63
Black,187,2,8
Black,61,34,491
White,48,43,330
Black,159,23,15
Black,67,15,4099
Black,58,37,283
White,40,17,6545
Black,31,3,4574
White,10,25,1167
Black,15,2,1420
Black,53,27,3163
White,38,11,1871
Black,57,38,257
Black,181,14,26
Black,140,31,19
Black,153,2,23
Black,45,56,4
Black,90,37,35
Black,157,18,44
White,132,40,1
White,94,19,1904
White,81,16,2312
Black,162,10,30
Black,21,33,10407
Black,59,16,5997
Black,38,9,1881
White,184,12,16
Black,165,27,15
White,127,22,239
White,37,50,243
Black,93,28,390
Black,17,23,2753
White,48,25,5858
White,27,39,6920
Black,24,39,7151
White,56,43,139
Black,134,18,149
Black,59,55,1
Black,199,9,2
White,78,46,5
Black,24,35,9250
Black,196,25,4
Black,136,2,64
White,122,37,3
Black,29,20,5806
Black,127,12,247
White,18,8,165
White,99,18,943
Black,25,34,9080
White,179,9,9
Black,77,39,55
Black,128,36,3
Black,141,3,76
White,152,21,63
White,114,25,222
Black,115,46,1
White,60,10,2085
Black,71,18,3386
Black,100,22,696
Black,25,61,12
White,29,48,1428
Black,19,22,2775
Black,165,16,36
White,34,28,8103
White,108,25,321
White,36,55,55
Black,102,25,359
Black,92,21,776
Black,78,37,82
White,128,17,269
Black,92,4,1195
Black,43,27,5352
White,120,27,157
White,88,43,13
White,52,53,7
Black,144,8,74
Black,98,50,1
White,88,13,1388
White,75,1,274
White,89,12,1193
White,62,27,2826
White,92,36,64
Black,60,31,995
Black,10,14,45
White,125,40,5
Black,34,9,1314
White,194,23,6
Black,79,47,2
White,77,11,1420
Black,55,40,172
Black,194,35,1
Black,52,48,24
White,82,27,1082
White,84,10,868
White,129,14,276
Black,150,28,24
White,162,33,3
White,53,4,4774
Black,125,31,38
Black,186,7,5
White,36,11,1525
Black,123,5,304
White,186,7,8
White,17,69,1
Black,44,24,6169
Black,45,8,2664
White,52,3,3623
White,55,14,5077
Black,73,29,897
White,20,31,8104
White,88,25,823
Black,164,26,20
Black,16,37,11958
Black,151,12,82
Black,90,30,302
White,43,15,5989
Black,118,9,227
White,123,37,5
Black,46,54,7
Black,47,22,6517
White,73,10,1382
Black,58,28,2148
Black,111,38,6
Black,32,54,77
White,127,34,17
Black,37,7,2329
White,32,11,887
Black,67,10,2107
White,41,38,1975
White,174,7,15
White,106,4,598
White,82,18,1982
White,141,6,140
White,76,34,291
Black,95,6,1044
White,20,20,1128
Black,103,44,1
Black,19,48,2258
Black,26,28,8664
White,151,18,80
White,76,1,306
White,191,11,11
Black,142,12,143
Black,129,35,5
White,17,25,2335
White,125,15,312
Black,45,31,2725
White,46,13,4415
White,131,13,219
White,71,1,340
Black,125,2,131
Black,97,26,456
White,88,15,1549
White,161,7,38
White,39,28,7080
White,98,38,22
White,150,36,1
White,95,23,621
Black,88,17,1799
Black,28,21,6104
Black,49,48,40
Black,56,42,94
Black,103,4,753
Black,151,1,23
Black,33,26,8082
White,42,56,15
Black,196,22,5
White,168,27,13
White,104,16,835
White,51,33,1874
Black,71,19,4211
White,65,32,974
White,172,27,16
White,65,34,642
White,188,10,5
Black,46,18,7864
Black,110,10,397
White,144,23,61
White,129,24,118
Black,191,1,4
Black,20,9,119
Black,12,9,46
White,98,11,633
White,41,14,4806
White,105,19,1191
Black,19,40,8833
White,78,30,718
Black,175,27,11
Black,175,3,14
Black,83,15,2080
White,34,13,2160
White,33,1,1236
Black,106,13,768
Black,17,19,983
White,23,27,6373
White,9,1,174
White,72,39,118
Black,105,15,845
Black,188,28,7
Black,52,9,2849
Black,122,7,232
Black,47,50,26
Black,141,37,1
Black,171,28,11
White,72,4,2584
Black,16,54,342
Black,20,24,4516
White,50,32,2321
Black,169,17,21
Black,105,45,1
White,23,56,249
Black,35,9,1479
White,19,19,672
White,68,7,1923
White,181,21,14
White,87,44,7
Black,12,5,898
White,32,33,7054
Black,45,37,996
White,163,3,20
White,90,40,30
White,35,32,6466
White,60,17,5413
Black,23,60,14
Black,70,10,1862
White,30,25,7710
Black,128,17,254
Black,65,40,69
White,65,31,1217
White,196,6,5
White,26,69,1
Black,114,39,1
Black,63,28,1690
White,75,16,2885
Black,51,6,5108
White,24,15,665
Black,155,9,32
White,121,34,16
Black,168,24,13
White,78,40,73
Black,191,22,6
White,184,24,12
Black,30,14,2732
Black,41,16,7257
White,200,18,5
White,56,37,572
Black,27,22,6225
White,100,46,3
White,152,45,1
White,74,27,1531
Black,54,15,6611
Black,76,42,25
White,26,23,5012
White,129,21,146
White,44,40,886
Black,91,14,1434
Black,132,1,43
Black,120,12,382
Black,73,47,5
White,61,34,798
Black,76,14,2647
Black,138,11,133
Black,112,22,457
White,73,11,1665
Black,52,28,2878
Black,89,20,1208
White,120,2,123
Black,142,35,3
Black,10,54,253
Black,36,34,4054
Black,39,49,161
White,53,20,6711
Black,104,2,311
Black,158,13,62
White,130,18,196
Black,97,2,447
White,37,54,60
Black,60,39,210
White,123,31,53
Black,55,33,895
White,170,15,42
Black,170,3,21
White,21,28,6195
Black,92,36,47
White,81,39,48
White,59,47,25
Black,14,17,297
White,50,27,4866
White,57,33,1325
White,122,36,11
Black,10,49,1471
White,22,40,9509
White,36,44,1256
Black,49,54,6
White,139,6,140
White,182,1,2
Black,10,8,86
White,48,34,1974
White,135,34,7
White,64,56,1
White,76,22,2333
White,157,11,46
Black,123,13,347
White,46,67,1
White,159,31,12
Black,170,22,20
Black,48,32,1806
Black,21,66,1
White,160,8,22
Black,30,28,8300
White,199,19,4
White,80,40,66
White,92,14,1266
White,111,16,602
Black,140,3,79
Black,68,47,3
Black,44,62,1
White,102,30,240
White,168,14,42
Black,124,34,8
White,121,3,166
White,24,61,31
White,122,31,50
White,94,32,162
Black,76,35,132
Black,17,33,11339
White,61,12,3208
Black,64,21,3441
White,163,15,43
White,42,6,3587
Black,53,19,7339
White,112,29,187
White,98,19,1684
Black,97,41,9
Black,62,45,28
White,47,35,1799
Black,96,37,21
White,134,48,1
White,97,37,21
White,29,7,1032
White,45,58,2
Black,46,16,7701
White,19,46,5941
White,145,2,36
Black,99,14,1006
White,43,12,3260
White,98,23,525
White,119,37,9
Black,86,23,883
White,29,35,7806
Black,17,60,30
Black,24,12,479
Black,179,26,10
Black,57,43,87
Black,14,49,1887
White,27,46,2813
Black,26,12,775
White,17,61,43
White,114,32,65
Black,11,45,4625
White,136,7,112
White,176,7,18
Black,76,41,29
Black,63,21,3523
White,189,1,1
White,120,31,65
White,171,1,5
White,173,31,4
White,45,20,7642
White,17,63,21
Black,37,16,6480
White,68,46,20
White,78,25,1435
Black,57,45,27
White,130,35,4
Black,158,20,46
Black,27,35,7747
White,81,50,3
Black,9,28,7281
Black,55,36,468
Black,116,17,453
White,33,8,771
White,75,11,1600
Black,140,8,65
Black,54,46,29
Black,56,53,1
White,102,41,8
Black,94,39,12
White,54,41,277
Black,18,40,9353
Black,155,29,19
Black,107,29,193
Black,67,48,5
Black,112,36,11
White,35,36,4637
Black,71,23,1774
White,82,34,190
Black,94,18,1169
White,178,18,21
White,61,50,5
White,64,15,4234
Black,20,11,121
Black,31,22,7489
Black,53,16,6961
White,113,17,548
Black,104,34,33
Black,82,47,3
White,195,12,13
Black,34,23,7979
Black,16,42,8101
White,57,38,463
Black,179,6,17
White,92,21,921
White,122,39,4
Black,40,39,1359
Black,39,31,4381
Black,100,3,533
White,41,41,1141
White,21,37,11061
White,63,37,399
Black,18,60,15
Black,98,6,982
White,121,10,205
White,160,31,9
Black,14,66,2
White,123,11,206
Black,53,28,2789
White,148,32,8
White,17,34,10006
Black,146,4,100
Black,60,36,332
Black,118,32,27
White,166,33,1
Black,41,12,4126
White,27,26,7342
Black,160,32,6
White,132,30,37
Black,36,19,7576
Black,54,38,323
White,22,13,198
Black,161,26,28
White,140,25,55
White,33,17,4427
White,40,30,5648
White,48,49,53
White,83,17,2091
Black,100,6,875
White,161,22,44
White,170,5,26
Black,23,17,1733
Black,124,15,376
Black,125,8,143
Black,102,12,835
White,47,27,5600
White,26,15,1127
Black,137,29,43
White,74,44,34
White,160,46,1
Black,188,30,2
White,91,44,6
Black,36,27,6990
White,29,12,733
Black,91,37,24
White,191,4,7
White,40,33,4046
Black,37,4,5618
White,18,63,19
White,33,25,8175
Black,100,16,1087
White,139,14,164
White,116,17,429
Black,131,33,15
Black,149,37,1
White,110,12,501
Black,19,57,109
Black,156,31,10
Black,36,6,3294
White,52,2,2204
Black,69,35,243
Black,99,42,10
Black,52,24,4486
Black,72,14,3145
White,32,40,4066
White,47,38,1029
White,115,11,345
White,41,9,1570
White,158,33,7
White,198,6,8
Black,51,12,4780
White,142,2,31
Black,34,1,1828
Black,27,45,2156
White,13,66,4
White,106,26,433
Black,120,40,4
White,106,22,623
Black,31,34,6102
Black,57,17,6450
Black,34,17,6237
Black,38,21,7937
White,177,4,15
Black,70,3,2418
Black,107,4,654
White,52,52,8
Black,129,28,65
White,72,46,15
Black,174,6,22
Black,174,19,21
White,146,48,1
White,137,20,142
White,90,10,741
Black,153,31,6
White,179,28,10
Black,131,21,126
White,20,21,1468
White,49,42,355
Black,36,14,4750
White,20,36,10950
White,93,26,684
Black,179,11,24
Black,51,23,4825
White,32,41,3517
Black,30,33,6978
White,97,22,942
Black,12,49,1788
White,139,5,145
White,141,16,139
Black,51,55,3
White,102,26,462
Black,100,4,883
Black,130,24,109
Black,13,54,362
White,63,53,1
Black,12,37,13173
Black,123,40,3
Black,65,7,2363
Black,58,14,5430
White,105,44,3
Black,70,52,1
White,124,18,291
White,49,53,14
White,164,4,42
White,35,13,2425
White,85,17,1924
White,108,34,36
White,9,16,34
Black,44,60,1
Black,26,41,4940
White,87,42,13
White,118,21,269
Black,71,6,2924
Black,167,18,21
Black,197,16,9
Black,34,26,7956
White,25,6,1240
White,105,35,40
Black,11,62,6
Black,90,7,905
Black,30,21,6746
Black,14,10,36
Black,30,6,2194
Black,83,19,2718
White,126,45,1
White,14,48,5122
White,20,32,8961
White,18,47,5177
Black,165,23,25
White,130,28,79
Black,162,25,18
White,47,57,4
Black,37,20,7795
White,10,59,162
White,50,6,4252
White,31,41,3931
White,183,4,22
Black,131,24,104
Black,180,22,9
White,105,31,159
White,73,40,72
Black,117,9,224
White,82,39,50
Black,25,45,2801
Black,97,39,9
White,116,35,23
White,66,51,1
Black,123,31,42
Black,98,36,19
White,87,38,56
White,152,4,75
White,116,25,231
White,60,50,9
White,117,6,466
White,73,32,572
White,101,31,179
White,162,31,10
White,42,12,3126
White,34,56,55
White,137,21,104
White,88,17,1662
White,97,7,657
Black,132,39,1
White,64,20,4490
White,89,53,1
Black,21,39,8699
White,81,31,487
White,132,28,75
White,160,28,19
Black,86,1,295
White,85,11,1119
White,45,26,6451
White,51,18,6969
White,173,15,30
White,176,31,6
Black,152,10,54
White,91,16,1488
White,200,3,2
Black,46,27,4429
Black,118,1,91
White,56,14,4940
White,135,15,198
Black,85,20,1522
White,115,42,2
White,33,50,464
White,102,21,569
White,98,32,152
Black,42,34,2301
White,65,25,2671
White,111,12,482
Black,95,35,41
Black,75,26,1239
White,41,64,1
Black,49,20,6922
White,29,58,46
White,103,50,1
White,106,5,627
White,70,23,2408
Black,89,11,1062
Black,88,16,1817
Black,138,3,89
White,32,26,8461
White,13,57,368
Black,76,5,2536
White,197,23,4
White,23,35,10006
Black,62,33,572
White,172,22,18
White,142,9,63
Black,60,28,1905
Black,124,41,2
White,177,28,7
White,35,46,926
Black,109,16,699
Black,50,5,5816
Black,48,48,39
White,188,14,12
White,68,57,1
Black,152,3,46
Black,56,23,3866
White,104,33,89
Black,73,28,1039
White,110,25,285
White,68,23,2511
White,52,18,6930
White,50,30,3287
Black,70,27,1394
Black,21,34,10379
Black,19,2,1887
White,135,4,152
White,28,47,1974
White,22,54,585
Black,150,1,28
White,38,15,4870
White,151,3,49
Black,112,21,305
White,131,31,35
White,44,52,35
Black,197,8,4
Black,18,65,2
Black,77,48,1
White,158,8,28
White,146,34,4
White,189,2,4
White,150,38,1
Black,52,3,4675
White,12,55,702
Black,159,19,57
Black,29,15,2871
White,134,15,203
White,37,59,8
White,182,8,7
Black,62,48,8
White,156,10,25
White,48,33,2301
White,126,5,239
Black,108,40,7
Black,42,4,6202
White,187,3,6
White,33,59,21
White,96,44,4
White,56,55,2
Black,153,11,58
Black,32,19,6434
White,189,10,8
White,155,18,46
Black,67,8,1949
Black,104,42,2
Black,62,2,2142
White,33,65,1
Black,33,1,1787
Black,187,32,1
Black,40,31,3948
White,82,14,1857
White,59,43,100
White,67,9,1579
White,60,31,1638
White,185,9,7
White,81,27,1101
White,99,45,2
Black,49,11,3901
White,128,2,73
Black,39,53,36
White,132,34,12
Black,16,11,47
Black,103,1,144
White,124,32,29
Black,145,16,119
Black,15,8,127
White,64,22,3975
White,70,17,3683
Black,68,44,21
Black,13,59,33
White,77,36,189
Black,88,44,5
White,47,25,6128
White,79,10,1030
Black,66,23,2345
Black,24,61,11
White,23,8,275
Black,44,39,826
White,21,30,7560
White,51,9,2108
Black,23,11,287
White,105,1,81
Black,102,39,8
Black,17,28,7044
White,21,61,33
White,95,37,37
Black,166,6,36
White,108,4,540
White,80,33,310
White,175,12,21
White,145,42,1
Black,101,25,345
Black,157,27,19
Black,22,59,24
Black,36,20,7815
White,57,17,5960
Black,39,12,3651
Black,50,10,3165
Black,146,25,59
White,20,6,856
White,12,10,35
Black,30,63,1
Black,100,19,1417
White,98,42,8
Black,189,31,1
White,17,30,6163
Black,102,24,371
White,165,32,3
Black,109,42,1
White,152,14,87
Black,93,11,928
White,157,4,45
White,118,40,2
White,82,23,1174
White,142,23,80
Black,118,33,30
White,44,7,2415
Black,132,5,197
White,64,48,14
White,33,23,7535
Black,116,44,1
White,164,30,8
Black,127,1,59
White,100,31,184
White,138,36,3
Black,60,22,4137
Black,10,62,3
Black,115,12,464
Black,50,9,2868
Black,139,37,1
White,90,22,1283
Black,99,30,199
Black,79,24,1156
Black,46,19,8245
White,104,8,320
Black,174,11,23
Black,154,24,42
White,44,29,5209
White,198,31,2
Black,11,42,8216
White,148,5,103
Black,17,6,768
White,117,22,405
White,39,27,7356
Black,166,15,41
Black,196,5,8
Black,36,58,8
Black,193,27,4
White,139,9,72
Black,131,30,34
White,134,3,106
White,80,49,2
Black,60,37,241
White,162,1,5
Black,26,53,264
Black,39,1,1847
White,25,26,6446
White,111,9,244
White,81,3,1247
Black,51,13,5836
White,28,45,3150
Black,10,61,8
White,67,38,233
White,9,43,10978
White,37,31,5958
Black,92,16,1502
Black,109,28,187
Black,160,3,25
Black,39,2,4125
Black,21,44,4759
Black,42,27,5432
White,113,14,535
White,105,15,786
White,68,20,3676
White,34,4,4042
Black,78,27,931
White,130,9,111
Black,151,8,46
White,130,6,249
Black,147,2,35
Black,135,6,179
Black,169,15,34
White,145,37,2
White,45,21,7584
Black,105,38,14
Black,91,9,682
Black,36,38,2506
Black,198,10,7
White,66,60,1
White,64,35,513
White,187,28,6
Black,179,22,14
White,170,17,32
Black,100,42,4
Black,21,64,2
Black,33,8,1184
Black,31,51,257
White,35,15,3872
Black,80,15,2416
White,185,8,8
White,17,46,6680
Black,128,40,2
Black,53,7,3397
Black,171,30,2
White,111,23,318
White,96,3,609
White,109,15,692
Black,86,16,1892
White,36,2,2981
White,83,19,2926
White,46,38,1185
White,110,9,260
White,159,13,56
White,143,31,19
Black,188,14,18
Black,116,37,4
White,30,18,3726
White,190,3,9
White,26,19,2721
Black,170,24,13
Black,52,38,405
Black,189,9,7
